Numéro;Type election;Annee;Type enregistrement;Numéro tour;Code departement;Code commune;Numéro bdv;Indicatif;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimes;Nombre de listes;Liste;Voix;NOM;ADRESSE
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;Lutte ouvrière;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;Toulouse anticapitaliste;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;Une nouvelle énergie pour Toulouse;1;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
72;MN;2020;V;1;31;555;0071;I;71;59;12;0;0;12;12;Pour la cohésion ! L’autre choix;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;Rassemblement Toulousain;5;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;En avant Toulouse;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;Toulouse belle et forte;1;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;Aimer Toulouse avec Jean-Luc Moudenc;21;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
73;MN;2020;V;1;31;555;0072;I;384;316;68;1;1;66;12;Toulouse anticapitaliste;0;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
74;MN;2020;V;1;31;555;0073;I;662;528;134;2;1;131;12;Pour la cohésion ! L’autre choix;32;ECOLE ANDRE DASTE;4 AVENUE DE LATTRE DE TASSIGNY
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Toulouse belle et forte;8;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Archipel Citoyen;60;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Lutte ouvrière;0;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Debout Toulouse;2;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
75;MN;2020;V;1;31;555;0074;I;663;470;193;3;1;189;12;Pour la cohésion ! L’autre choix;20;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
76;MN;2020;V;1;31;555;0075;I;845;596;249;0;9;240;12;Toulouse aux travailleurs, pas aux spéculateurs;1;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
76;MN;2020;V;1;31;555;0075;I;845;596;249;0;9;240;12;Toulouse belle et forte;3;MATERNELLE LEO LAGRANGE;35 ALLEE HENRI SELLIER
77;MN;2020;V;1;31;555;0076;I;995;586;409;1;4;404;12;En avant Toulouse;0;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
77;MN;2020;V;1;31;555;0076;I;995;586;409;1;4;404;12;Pour la cohésion ! L’autre choix;18;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
78;MN;2020;V;1;31;555;0077;I;896;565;331;1;2;328;12;Toulouse anticapitaliste;7;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
79;MN;2020;V;1;31;555;0078;I;1005;584;421;3;1;417;12;Une nouvelle énergie pour Toulouse;81;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
80;MN;2020;V;1;31;555;0079;I;956;565;391;2;9;380;12;En avant Toulouse;0;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
80;MN;2020;V;1;31;555;0079;I;956;565;391;2;9;380;12;Toulouse anticapitaliste;7;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
80;MN;2020;V;1;31;555;0079;I;956;565;391;2;9;380;12;Debout Toulouse;4;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
81;MN;2020;V;1;31;555;0080;I;995;689;306;7;3;296;12;En avant Toulouse;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
81;MN;2020;V;1;31;555;0080;I;995;689;306;7;3;296;12;Archipel Citoyen;80;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
81;MN;2020;V;1;31;555;0080;I;995;689;306;7;3;296;12;Aimer Toulouse avec Jean-Luc Moudenc;103;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
81;MN;2020;V;1;31;555;0080;I;995;689;306;7;3;296;12;Toulouse animaliste;6;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;En avant Toulouse;0;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Toulouse belle et forte;8;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
82;MN;2020;V;1;31;555;0081;I;915;673;242;1;2;239;12;Lutte ouvrière;2;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
83;MN;2020;V;1;31;555;081A;I;991;626;365;4;3;358;12;Toulouse belle et forte;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
83;MN;2020;V;1;31;555;081A;I;991;626;365;4;3;358;12;Aimer Toulouse avec Jean-Luc Moudenc;99;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
83;MN;2020;V;1;31;555;081A;I;991;626;365;4;3;358;12;Lutte ouvrière;1;ECOLE JULES JULIEN;AVENUE DES ECOLES J JULIEN
84;MN;2020;V;1;31;555;0082;I;846;532;314;2;2;310;12;Toulouse anticapitaliste;6;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
85;MN;2020;V;1;31;555;0083;I;850;476;374;2;1;371;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
85;MN;2020;V;1;31;555;0083;I;850;476;374;2;1;371;12;Archipel Citoyen;73;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
85;MN;2020;V;1;31;555;0083;I;850;476;374;2;1;371;12;Aimer Toulouse avec Jean-Luc Moudenc;163;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
85;MN;2020;V;1;31;555;0083;I;850;476;374;2;1;371;12;Une nouvelle énergie pour Toulouse;85;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
86;MN;2020;V;1;31;555;083A;I;891;577;314;3;3;308;12;Lutte ouvrière;0;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
86;MN;2020;V;1;31;555;083A;I;891;577;314;3;3;308;12;Toulouse animaliste;8;ECOLE LE PASTEL;2 CHEMIN D ESCALLES
87;MN;2020;V;1;31;555;0084;I;1136;605;531;3;6;522;12;Aimer Toulouse avec Jean-Luc Moudenc;136;ECOLE MAURICE BECANNE;85 AVENUE DE MURET
88;MN;2020;V;1;31;555;0085;I;915;507;408;0;2;406;12;Pour la cohésion ! L’autre choix;25;ECOLE MAURICE BECANNE;85 AVENUE DE MURET
89;MN;2020;V;1;31;555;0086;I;798;580;218;1;3;214;12;En avant Toulouse;1;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
89;MN;2020;V;1;31;555;0086;I;798;580;218;1;3;214;12;Toulouse anticapitaliste;8;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
90;MN;2020;V;1;31;555;0087;I;804;646;158;0;8;150;12;Toulouse belle et forte;11;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
90;MN;2020;V;1;31;555;0087;I;804;646;158;0;8;150;12;Pour la cohésion ! L’autre choix;17;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;Archipel Citoyen;64;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;Debout Toulouse;5;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
91;MN;2020;V;1;31;555;0088;I;708;455;253;3;3;247;12;Pour la cohésion ! L’autre choix;6;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
92;MN;2020;V;1;31;555;0089;I;951;725;226;1;2;223;12;Rassemblement Toulousain;15;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
92;MN;2020;V;1;31;555;0089;I;951;725;226;1;2;223;12;Toulouse belle et forte;27;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
92;MN;2020;V;1;31;555;0089;I;951;725;226;1;2;223;12;Aimer Toulouse avec Jean-Luc Moudenc;82;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
93;MN;2020;V;1;31;555;0090;I;793;516;277;2;5;270;12;Toulouse belle et forte;9;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
93;MN;2020;V;1;31;555;0090;I;793;516;277;2;5;270;12;Une nouvelle énergie pour Toulouse;26;ECOLE MAURICE JACQUIER;7 RUE DU POITOU
94;MN;2020;V;1;31;555;0091;I;801;621;180;6;3;171;12;Pour la cohésion ! L’autre choix;19;ECOLE BUFFON;6 IMPASSE DES GLIERES
95;MN;2020;V;1;31;555;0092;I;1076;769;307;1;3;303;12;Rassemblement Toulousain;27;ECOLE BUFFON;6 IMPASSE DES GLIERES
95;MN;2020;V;1;31;555;0092;I;1076;769;307;1;3;303;12;Toulouse anticapitaliste;5;ECOLE BUFFON;6 IMPASSE DES GLIERES
95;MN;2020;V;1;31;555;0092;I;1076;769;307;1;3;303;12;Debout Toulouse;7;ECOLE BUFFON;6 IMPASSE DES GLIERES
96;MN;2020;V;1;31;555;0093;I;1007;753;254;5;3;246;12;En avant Toulouse;1;ECOLE BUFFON;6 IMPASSE DES GLIERES
96;MN;2020;V;1;31;555;0093;I;1007;753;254;5;3;246;12;Aimer Toulouse avec Jean-Luc Moudenc;106;ECOLE BUFFON;6 IMPASSE DES GLIERES
97;MN;2020;V;1;31;555;0094;I;653;537;116;0;1;115;12;En avant Toulouse;0;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
98;MN;2020;V;1;31;555;0095;I;866;661;205;7;5;193;12;Rassemblement Toulousain;7;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
98;MN;2020;V;1;31;555;0095;I;866;661;205;7;5;193;12;Toulouse belle et forte;5;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
98;MN;2020;V;1;31;555;0095;I;866;661;205;7;5;193;12;Toulouse anticapitaliste;2;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
99;MN;2020;V;1;31;555;0096;I;753;456;297;0;2;295;12;En avant Toulouse;1;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
99;MN;2020;V;1;31;555;0096;I;753;456;297;0;2;295;12;Toulouse belle et forte;14;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
99;MN;2020;V;1;31;555;0096;I;753;456;297;0;2;295;12;Lutte ouvrière;4;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
99;MN;2020;V;1;31;555;0096;I;753;456;297;0;2;295;12;Toulouse animaliste;7;ECOLE SYLVAIN DAURIAC;39 RUE PAUL LAMBERT
100;MN;2020;V;1;31;555;0097;I;1058;862;196;2;6;188;12;Toulouse aux travailleurs, pas aux spéculateurs;1;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
100;MN;2020;V;1;31;555;0097;I;1058;862;196;2;6;188;12;En avant Toulouse;0;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
100;MN;2020;V;1;31;555;0097;I;1058;862;196;2;6;188;12;Aimer Toulouse avec Jean-Luc Moudenc;58;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
201;MN;2020;V;1;31;555;0195;I;1080;713;367;1;0;366;12;En avant Toulouse;0;ECOLE CUVIER;135 ROUTE D ALBI
201;MN;2020;V;1;31;555;0195;I;1080;713;367;1;0;366;12;Toulouse belle et forte;4;ECOLE CUVIER;135 ROUTE D ALBI
201;MN;2020;V;1;31;555;0195;I;1080;713;367;1;0;366;12;Aimer Toulouse avec Jean-Luc Moudenc;129;ECOLE CUVIER;135 ROUTE D ALBI
201;MN;2020;V;1;31;555;0195;I;1080;713;367;1;0;366;12;Toulouse anticapitaliste;11;ECOLE CUVIER;135 ROUTE D ALBI
202;MN;2020;V;1;31;555;0196;I;1042;690;352;1;1;350;12;Toulouse anticapitaliste;4;ECOLE CUVIER;135 ROUTE D ALBI
203;MN;2020;V;1;31;555;0197;I;1086;719;367;0;1;366;12;Rassemblement Toulousain;16;ECOLE CUVIER;135 ROUTE D ALBI
203;MN;2020;V;1;31;555;0197;I;1086;719;367;0;1;366;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE CUVIER;135 ROUTE D ALBI
203;MN;2020;V;1;31;555;0197;I;1086;719;367;0;1;366;12;Archipel Citoyen;86;ECOLE CUVIER;135 ROUTE D ALBI
203;MN;2020;V;1;31;555;0197;I;1086;719;367;0;1;366;12;Toulouse animaliste;10;ECOLE CUVIER;135 ROUTE D ALBI
204;MN;2020;V;1;31;555;0198;I;1014;724;290;1;4;285;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE CUVIER;135 ROUTE D ALBI
204;MN;2020;V;1;31;555;0198;I;1014;724;290;1;4;285;12;Debout Toulouse;1;ECOLE CUVIER;135 ROUTE D ALBI
206;MN;2020;V;1;31;555;0199;I;1120;697;423;3;4;416;12;Toulouse belle et forte;16;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
206;MN;2020;V;1;31;555;0199;I;1120;697;423;3;4;416;12;Lutte ouvrière;3;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
206;MN;2020;V;1;31;555;0199;I;1120;697;423;3;4;416;12;Pour la cohésion ! L’autre choix;28;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
207;MN;2020;V;1;31;555;0200;I;1127;789;338;2;3;333;12;Toulouse belle et forte;14;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
207;MN;2020;V;1;31;555;0200;I;1127;789;338;2;3;333;12;Toulouse anticapitaliste;3;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
208;MN;2020;V;1;31;555;0201;I;1040;665;375;6;4;365;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
208;MN;2020;V;1;31;555;0201;I;1040;665;375;6;4;365;12;Toulouse belle et forte;18;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
208;MN;2020;V;1;31;555;0201;I;1040;665;375;6;4;365;12;Toulouse animaliste;8;ECOLE LA MAOURINE;11 AVENUE BOURGES MAUNOURY
209;MN;2020;V;1;31;555;0202;I;884;473;411;1;0;410;12;Debout Toulouse;6;MATERNELLE REILLE;4 BIS RUE REILLE
210;MN;2020;V;1;31;555;0203;I;1067;592;475;2;4;469;12;Toulouse belle et forte;13;MATERNELLE REILLE;4 BIS RUE REILLE
211;MN;2020;V;1;31;555;0204;I;597;361;236;2;3;231;12;Une nouvelle énergie pour Toulouse;41;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;En avant Toulouse;1;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;Aimer Toulouse avec Jean-Luc Moudenc;79;MATERNELLE REILLE;4 BIS RUE REILLE
212;MN;2020;V;1;31;555;0205;I;833;529;304;7;3;294;12;Debout Toulouse;3;MATERNELLE REILLE;4 BIS RUE REILLE
213;MN;2020;V;1;31;555;0206;I;969;574;395;1;5;389;12;Toulouse belle et forte;11;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;En avant Toulouse;0;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Toulouse belle et forte;3;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Aimer Toulouse avec Jean-Luc Moudenc;123;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Lutte ouvrière;1;ECOLE MICHOUN;49 CHEMIN MICHOUN
214;MN;2020;V;1;31;555;0207;I;953;619;334;3;7;324;12;Debout Toulouse;8;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;En avant Toulouse;1;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;Archipel Citoyen;76;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;Toulouse anticapitaliste;8;ECOLE MICHOUN;49 CHEMIN MICHOUN
215;MN;2020;V;1;31;555;0208;I;1021;705;316;7;6;303;12;Pour la cohésion ! L’autre choix;24;ECOLE MICHOUN;49 CHEMIN MICHOUN
217;MN;2020;V;1;31;555;0210;I;1029;619;410;2;0;408;12;Toulouse belle et forte;14;ECOLE MICHOUN;49 CHEMIN MICHOUN
218;MN;2020;V;1;31;555;0211;I;1049;669;380;2;4;374;12;Aimer Toulouse avec Jean-Luc Moudenc;114;ECOLE MICHOUN;49 CHEMIN MICHOUN
218;MN;2020;V;1;31;555;0211;I;1049;669;380;2;4;374;12;Toulouse anticapitaliste;4;ECOLE MICHOUN;49 CHEMIN MICHOUN
219;MN;2020;V;1;31;555;0212;I;1138;694;444;4;2;438;12;Rassemblement Toulousain;18;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
219;MN;2020;V;1;31;555;0212;I;1138;694;444;4;2;438;12;Aimer Toulouse avec Jean-Luc Moudenc;185;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
219;MN;2020;V;1;31;555;0212;I;1138;694;444;4;2;438;12;Une nouvelle énergie pour Toulouse;78;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
220;MN;2020;V;1;31;555;0213;I;1058;634;424;0;2;422;12;Toulouse belle et forte;13;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
220;MN;2020;V;1;31;555;0213;I;1058;634;424;0;2;422;12;Archipel Citoyen;107;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
221;MN;2020;V;1;31;555;0214;I;1134;709;425;3;5;417;12;Lutte ouvrière;4;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
222;MN;2020;V;1;31;555;0215;I;748;500;248;1;0;247;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
222;MN;2020;V;1;31;555;0215;I;748;500;248;1;0;247;12;Toulouse belle et forte;5;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
222;MN;2020;V;1;31;555;0215;I;748;500;248;1;0;247;12;Archipel Citoyen;47;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
222;MN;2020;V;1;31;555;0215;I;748;500;248;1;0;247;12;Toulouse anticapitaliste;2;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
223;MN;2020;V;1;31;555;0216;I;969;653;316;3;3;310;12;Lutte ouvrière;1;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
223;MN;2020;V;1;31;555;0216;I;969;653;316;3;3;310;12;Toulouse anticapitaliste;4;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
223;MN;2020;V;1;31;555;0216;I;969;653;316;3;3;310;12;Pour la cohésion ! L’autre choix;19;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
224;MN;2020;V;1;31;555;0217;I;865;548;317;4;3;310;12;Rassemblement Toulousain;21;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
224;MN;2020;V;1;31;555;0217;I;865;548;317;4;3;310;12;Aimer Toulouse avec Jean-Luc Moudenc;95;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
224;MN;2020;V;1;31;555;0217;I;865;548;317;4;3;310;12;Toulouse animaliste;7;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
224;MN;2020;V;1;31;555;0217;I;865;548;317;4;3;310;12;Pour la cohésion ! L’autre choix;24;ECOLE LA JUNCASSE;133 RUE LOUIS PLANA
225;MN;2020;V;1;31;555;0218;I;716;451;265;1;5;259;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE SOUPETARD;37 RUE DE LA SOLIDARITE
225;MN;2020;V;1;31;555;0218;I;716;451;265;1;5;259;12;Toulouse anticapitaliste;3;ECOLE SOUPETARD;37 RUE DE LA SOLIDARITE
226;MN;2020;V;1;31;555;0219;I;206;144;62;0;0;62;12;Toulouse belle et forte;1;ECOLE SOUPETARD;37 RUE DE LA SOLIDARITE
227;MN;2020;V;1;31;555;0220;I;1015;663;352;6;4;342;12;Toulouse belle et forte;14;ECOLE SOUPETARD;37 RUE DE LA SOLIDARITE
227;MN;2020;V;1;31;555;0220;I;1015;663;352;6;4;342;12;Archipel Citoyen;65;ECOLE SOUPETARD;37 RUE DE LA SOLIDARITE
230;MN;2020;V;1;31;555;0223;I;204;124;80;1;3;76;12;Archipel Citoyen;22;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
230;MN;2020;V;1;31;555;0223;I;204;124;80;1;3;76;12;Aimer Toulouse avec Jean-Luc Moudenc;34;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
231;MN;2020;V;1;31;555;0224;I;1135;655;480;5;4;471;12;En avant Toulouse;0;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
231;MN;2020;V;1;31;555;0224;I;1135;655;480;5;4;471;12;Toulouse belle et forte;6;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
231;MN;2020;V;1;31;555;0224;I;1135;655;480;5;4;471;12;Archipel Citoyen;72;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
232;MN;2020;V;1;31;555;0225;I;1029;557;472;4;4;464;12;Rassemblement Toulousain;17;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
234;MN;2020;V;1;31;555;0227;I;767;475;292;5;1;286;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
234;MN;2020;V;1;31;555;0227;I;767;475;292;5;1;286;12;En avant Toulouse;0;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
234;MN;2020;V;1;31;555;0227;I;767;475;292;5;1;286;12;Lutte ouvrière;2;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
234;MN;2020;V;1;31;555;0227;I;767;475;292;5;1;286;12;Une nouvelle énergie pour Toulouse;49;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
234;MN;2020;V;1;31;555;0227;I;767;475;292;5;1;286;12;Pour la cohésion ! L’autre choix;16;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
235;MN;2020;V;1;31;555;0228;I;874;515;359;6;3;350;12;En avant Toulouse;0;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
235;MN;2020;V;1;31;555;0228;I;874;515;359;6;3;350;12;Archipel Citoyen;88;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
235;MN;2020;V;1;31;555;0228;I;874;515;359;6;3;350;12;Debout Toulouse;5;ECOLE ARMAND LEYGUE;20 RUE LUCIEN CASSAGNE
236;MN;2020;V;1;31;555;0229;I;951;555;396;1;3;392;12;En avant Toulouse;0;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
236;MN;2020;V;1;31;555;0229;I;951;555;396;1;3;392;12;Debout Toulouse;7;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
237;MN;2020;V;1;31;555;0230;I;957;620;337;1;0;336;12;Une nouvelle énergie pour Toulouse;65;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
238;MN;2020;V;1;31;555;0231;I;897;523;374;0;8;366;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
238;MN;2020;V;1;31;555;0231;I;897;523;374;0;8;366;12;Lutte ouvrière;0;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
238;MN;2020;V;1;31;555;0231;I;897;523;374;0;8;366;12;Toulouse animaliste;5;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
238;MN;2020;V;1;31;555;0231;I;897;523;374;0;8;366;12;Debout Toulouse;1;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
239;MN;2020;V;1;31;555;0232;I;904;554;350;0;1;349;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
239;MN;2020;V;1;31;555;0232;I;904;554;350;0;1;349;12;Aimer Toulouse avec Jean-Luc Moudenc;207;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
239;MN;2020;V;1;31;555;0232;I;904;554;350;0;1;349;12;Debout Toulouse;2;ECOLE JEAN MACE;1 CHEMIN DE DUROUX
240;MN;2020;V;1;31;555;0233;I;947;543;404;3;4;397;12;Rassemblement Toulousain;6;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
240;MN;2020;V;1;31;555;0233;I;947;543;404;3;4;397;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
240;MN;2020;V;1;31;555;0233;I;947;543;404;3;4;397;12;Toulouse belle et forte;13;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
240;MN;2020;V;1;31;555;0233;I;947;543;404;3;4;397;12;Archipel Citoyen;92;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
240;MN;2020;V;1;31;555;0233;I;947;543;404;3;4;397;12;Lutte ouvrière;1;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
240;MN;2020;V;1;31;555;0233;I;947;543;404;3;4;397;12;Une nouvelle énergie pour Toulouse;55;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
241;MN;2020;V;1;31;555;0234;I;871;544;327;3;2;322;12;Toulouse belle et forte;7;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
241;MN;2020;V;1;31;555;0234;I;871;544;327;3;2;322;12;Archipel Citoyen;100;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
241;MN;2020;V;1;31;555;0234;I;871;544;327;3;2;322;12;Aimer Toulouse avec Jean-Luc Moudenc;132;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
241;MN;2020;V;1;31;555;0234;I;871;544;327;3;2;322;12;Lutte ouvrière;0;ECOLE JEAN CHAUBET;112 AVENUE CAMILLE PUJOL
242;MN;2020;V;1;31;555;0235;I;936;522;414;5;4;405;12;En avant Toulouse;0;ECOLE CHATEAU DE L'HERS;8 RUE CLAUDIUS ROUGENET
